"title","title href","display-name-link","display-name-link href","review-date","text","actions","actions href","rating-other-user-rating","point-scale"
"It's not bad but it's not great.","https://www.imdb.com/review/rw8848555/?ref_=tt_urv","vithiet","https://www.imdb.com/user/ur96996693/?ref_=tt_urv","3 February 2023","Like many people I have conflicting feelings about this movie. I appreciate how difficult it was to make a sequel without Chadwick Boseman and in that regard they did an excellent job. The various ways they gave homage throughout the movie were tasteful and heartfelt. Action sequences and CGI are Marvel-level polish we are used to, although the ultra slick transformer style suits make me yearn for early Iron Man movies ""raw"" look and feel. I don't know how I feel about replacing Atlantis with Talokan as I welcome diversity on the one hand but on the other I'm a bit sad as a long time Marvel comics purist. My biggest issue though is with the uneven acting, with fantastic Angela Basset, sub par Letitia Wright, and everything in between. I'll still watch all Marvel movies but they're definitely on a declining trend in quality at this point.","0 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8848555/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Surprisingly a great film in my opinion","https://www.imdb.com/review/rw8672589/?ref_=tt_urv","adamlawlor-99228","https://www.imdb.com/user/ur153977627/?ref_=tt_urv","13 November 2022","Yesterday I sawed Black Panther: Wakanda Forever (2022) in cinema, and this is what I thought of it.Now my positives of the film would be that a lot characters became more real table with me such as Letitia Wright, Danai Gurira etc, because they were also shock about the death of Chadwick Boseman. I thought the effects were a whole lot better than the first one, and I did enjoy the fight scenes a little bit more. Lastly the negatives of the film for me would be that, I didn't get invested into the villain as I did with Michael B. Jordan, and I felt the soundtrack wasn't as great as the first film. So after all my positives and negatives, I would give Black Panther: Wakanda Forever (2022) and 8.2 out of ten.","5 out of 18 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8672589/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","8","/10"
"Best way to end a terrible phase","https://www.imdb.com/review/rw8667751/?ref_=tt_urv","kitingaomotoso","https://www.imdb.com/user/ur136239546/?ref_=tt_urv","11 November 2022","This is with no doubt one of the best marvel movies this year and a great way to end phase 4 which has been a terrible and trash phase. This movie had everything emotion, Action and a serious tone and to my surprise this movie was actually funny. What the movie felt a beat rushed we did not really have time to dive all know some other characters in this movie. Umbaku was sideline and I really wanted more of him. One of the best performances of this movie goes to Namor and Queen Ramonda. Movie almost met my expectations but like I said again it's a solid movie 8.5/10. Another doubt is that the post credit scene was not needed.","0 out of 3 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8667751/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Feels Like the Olden Days of the MCU","https://www.imdb.com/review/rw8668867/?ref_=tt_urv","sajidifti","https://www.imdb.com/user/ur122590906/?ref_=tt_urv","11 November 2022","Bring tissue paper.Not perfect but man it feels like the old MCU. It was a cinematic experience. Emotional and uplifting.The whole movie is a tribute to Chadwick Boseman. It is really not the time to recast Black Panther. They made the best out of the situation and the story. The story does not have many surprises. Even though the story is predictable and general knowledge for some, it feels like a labor of love. Ryan Coogler made this movie with care, empathy and patience. I liked the character developments in the movie. Nowadays, I don't expect that much depth in an MCU movie but Black Panther: Wakanda Forever did not disappoint me.The CGI/VFX was bland in some places. Overall, it was very good. The ending and the mid-credit scene left options for future. They can shape the next movie however they see fit.","5 out of 18 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668867/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"One of THE BEST Marvel films.","https://www.imdb.com/review/rw8866959/?ref_=tt_urv","MandalBros-5","https://www.imdb.com/user/ur100201738/?ref_=tt_urv","12 February 2023","Wakanda Forever has everything what was missing in last few Marvel projects. It has pure emotion, perfect characters development, amazing visuals & action sequences and a very strong villain. Tenoch Huerta Mejía as Namor and Angela Bassett as Queen acted brilliantly. I didn't like the Queen character that much in previous films. But, here the character was portrayed so well that I felt for her.Good to see the nice introduction of Riri Williams, looking forward to see her in IronHeart as there's so many things which has not been revealed yet. Lastly, without any doubt this is one of the best Marvel films of all time.Available on Disney+ Hotstar.© MandalBros.","5 out of 18 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8866959/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"A Good Movie... With Quite a Few Flaws","https://www.imdb.com/review/rw8671855/?ref_=tt_urv","TRIDENT1745","https://www.imdb.com/user/ur88834390/?ref_=tt_urv","13 November 2022","This was a pretty good movie and wrapped up phase 4 pretty well. The idea of the Avatar style water world was executed quite well on screen, while the movie paid a good amount of respect to the original.But a few flaws did stand out.Firstly, the emphasis on the ""American scientist"" kid was really heavy, like the queen would shield her with her own body? That the princess would not leave without her, risking herself, the hier? Yes I understand this is the nature of Wakanda but this just was a tad excessive given that this girl had nothing to do with Wakanda, except for the fact that she's a political asset since she can make Vibranium detecting machines.Secondly, the runtime was a little excessive. Nearly three hours, when so many scenes could have been cut? Pretty slow pacing throughout.Thirdly, the final fight scene was a little disappointing. Complete lack of air and underwater combat. Any fighting that could be physically intense occurred on a rectangular surface, on top of the ship, not to mention that the only purpose of the ship was to serve as a rectangle of land. There wasn't even a single shot of the inside of the ship, or it cracking or leaking. It was a literal, unrealistic brick.Fourthly, there were some pretty bad scene cuts, and the movie was pretty inconsistent at times. From an incredibly emotional scene to a 10 minute drag of a conversation to a pretty unintense fight scene.Again, it was a pretty good movie overall. Would I recommend it? Yes. Would I watch it again? Probably not.","0 out of 4 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8671855/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"How can a sequel be full? Well it can","https://www.imdb.com/review/rw8703519/?ref_=tt_urv","spamalot-92429","https://www.imdb.com/user/ur81859504/?ref_=tt_urv","30 November 2022","The first two hours are mostly setting up who is who, relationships and tribal ceremonies. The protracted set up of a new Marvel film character is not unusual (Dr Strange, Iron Man, etc) but usually interesting. This is neither interesting nor fun. Then it becomes ""Pandora"" for a chunk. All the action and resolution of matters is in the last 30 minutes except for the tribute scenes at the end. And why was the Martin Freeman part even included? It had little to do with the story. Very unhappy with a Marvel film which usually does not happen. I know I'm not enjoying a film when I try to see my watch. I was checking 45 minutes in.","4 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8703519/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Yeeeeaaah well","https://www.imdb.com/review/rw8871512/?ref_=tt_urv","yannik_kng","https://www.imdb.com/user/ur119239323/?ref_=tt_urv","14 February 2023","I am not happy with the part of how they dealed the grief. You could totally feel that this was added to the book afterwards.I like the characters, even though they don't really have big developments.The story and main conflict feels very constructed. The motivation of the antagonist is at least incomprehensible. The whole thing is too long. The story around Riri Williams is totally insignificant and only there to involve here into the MCU.The visuals are good but not as great as in the first part. The VFX looks awful at times, for example the background of the ceremony where they dance in the streets in the beginning or the water.Still, one of the more enjoyable MCU-films. All in all, I had a good time.","0 out of 2 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8871512/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Film pays homage to loss and love","https://www.imdb.com/review/rw8679666/?ref_=tt_urv","mmazzoni-46693","https://www.imdb.com/user/ur158931411/?ref_=tt_urv","17 November 2022","The acting was incredible. In all likelihood there will be awards for several of the actors. The music during the Black Panther reveal was badass and the soundtrack appropriate throughout. Great movie and much better than the more recent Marvel films such as Thor and Dr. Strange. This movie doesn't turn away from the reality of loss, grief, and how to hope. Strong female leads carry the entire film. Excellent movie and on bar if not better than the first one as we get more background on the supporting cast. They get the right mix of paying tribute but also center it around a story about the future of Wakanda.","5 out of 18 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8679666/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"Really wanted to like this","https://www.imdb.com/review/rw8690706/?ref_=tt_urv","katz000","https://www.imdb.com/user/ur8599760/?ref_=tt_urv","23 November 2022","The first Black Panther was fabulous and I really wanted to like this one. But despite the great actors, it's clear that Chadwick Boseman left a hole too big to fill with his untimely death. I caught myself looking at my watch half an hour in - not a good sign. It feels strangely bloated and far too long. It felt like it needed a really good edit to bring it down to less than two hours. The blue people felt like they belonged in a different movie like Avatar? Strangely, I did not care much about the characters that much this time around - maybe we've had too many superhero movies. A little disappointed.","0 out of 1 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8690706/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Solid enough to succeed","https://www.imdb.com/review/rw8670589/?ref_=tt_urv","cardsrock","https://www.imdb.com/user/ur24373984/?ref_=tt_urv","12 November 2022","Ryan Coogler was put in a difficult position with the passing of Chadwick Boseman, but he manages to craft a compelling, if overstuffed, sequel to the cultural phenomenon.Boseman's death is handled gracefully and the film is often quite emotional with its mourning. The film excels exploring these themes, but falters a bit with the Ironheart and CIA stuff. Much of this could have been cut to trim down on the massive runtime. Namor's story is another triumph as well. He's a sympathetic villain that will hopefully have big things to do in the future. I am a bit underwhelmed with the person chosen as the new BP, but it makes sense within the story they're telling.Regardless of any story faults, there is an element of artfulness and maturity that Coogler brings which most MCU films lack. The visuals are unmatched in the MCU and the underwater city in particular is a marvel to behold. Ludwig has crafted another Oscar worthy score and the music is great as well. There are several surprises sprinkled throughout. The action is fine, if not terribly impressive. It seems like they just made a less arresting version of the car chase from the first film.Wakanda Forever is largely successful in what it sets out to do, that being grieving over Boseman's death and setting up the future of the franchise.","5 out of 18 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8670589/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","8","/10"
"I thought Avatar: The way of water was coming out later...","https://www.imdb.com/review/rw8670041/?ref_=tt_urv","Shaaranya","https://www.imdb.com/user/ur54606384/?ref_=tt_urv","12 November 2022","The movie is a little too long. The runtime should've been cut by 30 minutes. The first half is okay but the second half is too slow.The story around wakanda was weak. It's basically just people dying and others getting strength from it....which is basically every drama movie ever made. The movie lacks a strong storyline for the protagonists.Namor was great. His whole story about his past and his empire was very interesting. Felt refreshing to see a strong new bad guy from the comics enter the MCU. I lowkey wanted him to win :PBlack Panther: Wakanda Forever is a one-time watch but Marvel will really have to run their creative brains to find the success thet they're used to for Phase 4.","0 out of 2 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8670041/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Wakanda .......Forever","https://www.imdb.com/review/rw9590776/?ref_=tt_urv","chethammer-943-857917","https://www.imdb.com/user/ur51241046/?ref_=tt_urv","28 January 2024","I was being generous giving this movie 4 stars. It isn't zero stars and it surely is not 10 stars like some people are rating it. That rating is reserved for movies that are all time greats. Is this movie an all time great? I don't think so.Calling this movie Black Panther: Wakanda Forever is like renaming The Force Awakens to Luke Skywalker returns. Black Panther, such as they are, isn't in this movie enough to put the Black Panther name on it. We know why they named it that, but it still doesn't work.This movie was ponderous. I mean really, really slow. A 2:41 minute runtime. Exposition dump after exposition dump. Improbable occurrence after improbable occurrence. Absolutely dumb (and I do mean dumb) dialogue. I won't even mention the fact that it's a Marvel Super Hero movie and not a single person hit the gym to prepare for their role. Normal people are throwing (not just a foot or two) people 30 feet. Remember, the Black Panther is the only Wakandan with powers, not the Doro Milaji (sp).What really sealed the deal and when I think about it should have given this movie lower than 4 stars was the absolute ripoff of the ICONIC scene in Iron Man when Tony takes the Mark II for its first flight. BPWF writers should have been fired for plagerism on that one.","4 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw9590776/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","4","/10"
"Very emotion film.","https://www.imdb.com/review/rw8669189/?ref_=tt_urv","Finnley_s","https://www.imdb.com/user/ur156746528/?ref_=tt_urv","11 November 2022","This is one of faze fours best movies.Everyones acting In this film was perfect, the whole movie keeps an emotional tone throughout the entirety of it, and it was genuinely sad, I have never seen actors convey emotion as well as this cast did,
especially Letitia Wright, when she cried it was hard to watch.Chadwick Boseman, was such an incredible and beautiful person and this film honers his legacy and continues it respectfully, they did it in a way that really did work.In my personal opinion black panther will never be the same without Chadwick, that is not diminishing this movie in anyway Chadwick in my opinion, just cannot be matched.What I love about this film is that marvel really pushed the boundaries with violence a bit more whilst still keeping a good age rating.The ending of this film was a triumph for marvel it was quite a sad but incredible ending and very different from what fans are used to with marvel and personally I loved it.I would one hundred percent watch this movie when you get the opportunity I loved this movie and everything it stood for.Rest in peace our king Chadwick Boseman.","5 out of 18 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8669189/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Really failed my expectations","https://www.imdb.com/review/rw8670226/?ref_=tt_urv","koaychayan","https://www.imdb.com/user/ur154958056/?ref_=tt_urv","12 November 2022","Alright, this will be controversial but yeah, I've officially given up on Marvel, no really! You can disagree with me as much as you want, call it irrelevant or whatever. I had high expectations for this but it disappointed me. This movie really sucks because more than halfway, it really boring and it didn't really scream ""black panther"" to me. The characters didn't make much sense and the plot was really lacking the thrills. For me, this movie felt like something was missing here. But I think there is one improvement which was the cgi effect. It had multiple acceptance which was a tribute to Chadwick Boseman, the new characters and the cinematography.","15 out of 27 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8670226/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","2","/10"
"Still no connection with UCM","https://www.imdb.com/review/rw8686152/?ref_=tt_urv","joshy-40534","https://www.imdb.com/user/ur103193553/?ref_=tt_urv","20 November 2022","An ok movie, but my expectations were too high. Needed more connection with the entire UCM or hints for future projects. Too much Wakanda itself, I understand that this movie was going to be a Chadwick Boseman memoir, but it was more a Wakanda memorial. I thinks Black Panther is way better than Wakanda Forever, fortunately Namor appeared, without him and Talokanians this movie would've been a 5 out of 10. Let's hope Phase 5 of the UCM learn from Phase 4 mistakes and what fans want and deserve. For me let's put 1. Spider-Man NWH, 2. Shang-Chi, 3. Doctor Strange MOM, 4. Eternals, 5. Wakanda, 6. Black Widow and last the joke of Phase 4 Thor LAT.","0 out of 3 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8686152/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"To be young, Black and gifted","https://www.imdb.com/review/rw8668510/?ref_=tt_urv","TBJCSKCNRRQTreviews","https://www.imdb.com/user/ur2093818/?ref_=tt_urv","11 November 2022","What happens when the world becomes aware of a country that is extremely powerful and wealthy?Everyone watching and working on this, we all miss Chadwick Boseman. This is not about replacing him. About maintaining a stride despite his tragic death. It is about honoring the legacy of him, and his performance as T'Challa. We find the fictional people who were closest to him torn apart by mourning. Each grieving in their own way. It is handled in a mature, intelligent way.As has been the case recently, the MCU continues to use sequels to not only follow up on the story and characters set up earlier in the series and overall franchise, but also introduce new ones. Your mileage may vary, but I was personally extremely impressed by how well it integrated all of them. This shows respect for, and shines a spotlight on, Mayan culture and history, the way that the original did for the African continent. I am very happy that they changed the location from the fictional Atlantis. Like Wakanda, Talocan genuinely feels like a place where people live and work. It's not just a cool setting that feels like a stage. Namor(Huerta, by turns charismatic and intense) is as fascinating and complex as in the comics, and there's no end to the narratives that they can explore now that he is part of this universe.This features sci-fi violence and a little moderate to strong language. I recommend this to everyone. 10/10.","12 out of 57 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8668510/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"A mixed muddled story","https://www.imdb.com/review/rw8846877/?ref_=tt_urv","securei","https://www.imdb.com/user/ur77397363/?ref_=tt_urv","2 February 2023","Overall I enjoyed this film, some of the editing is dreadful though, the effects overall are excellent when the story doesn't drift to slow and unnecessary.The film is very long and certainly could have been made better by improved editing, worth a watch but not outstanding.I have no objection to long films however this seems to be excessive and is as others have said bloated.The effects were often poorly implemented with rapid switching to other scenes and the story drifting in an attempt to make sense of the scenes.Overall the acting is good and only let down by the editors of this movie.","0 out of 0 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8846877/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","6","/10"
"Story done right","https://www.imdb.com/review/rw8666648/?ref_=tt_urv","nellz_nivlecn","https://www.imdb.com/user/ur56588521/?ref_=tt_urv","10 November 2022","A standing ovation for Mr. Ryan Coogler! Didn't think he could do it but wow, I am completely wowed. I believe what made Wakanda Forever great is because the story it presented. We are served with amazing character growth, meaty plot, great pacing, beautiful score, briliant action sequences and wonderful introduction of the underwater people. My eyes were entirely glued to the screen, I am thoroughly engaged with the whole experience that is Wakanda Forever. Our beloved Chadwick Boseman would be very proud and pleased with how the story continued to go forward and honoring his legacy. What will always make a movie work, no matter what the genre, is the story. A great solid story from beginning to end will always work. He outdid himself, my standing ovation to you Mr. Coogler! The best superheroes film in the entire 2023!","8 out of 34 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8666648/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"Boring 😔","https://www.imdb.com/review/rw8672261/?ref_=tt_urv","subirgambhir","https://www.imdb.com/user/ur40921426/?ref_=tt_urv","13 November 2022","Boring. Avoid wasting your time , booking tickets, going to the theater, paying car parking, paying for the popcorn, spending 2 + hours sitting through this slow🐌 snail paced movie. Why bother? The movie is simply not worth it.. Wait for 2-3 months for it to feature on OTT platform on TV. Even then you won't be able to watch WF in a single sitting. That's how dull it is.Managed to catch the Saturday night show.Met a couple of friends on my way to the theatre. 'Where are you off to on Saturday night? ' they asked.""Wakanda Forever! "" I replied crossing my arms across my chest!""WoW! ""
'""I'm watching it in imax 3D! "" I replied trying to make them jealous.Now, the joke's on me! 😞 sigh!","20 out of 38 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8672261/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","3","/10"
"Chadwick Boseman 1976 - 2020, forever T' Challa.","https://www.imdb.com/review/rw8688063/?ref_=tt_urv","DarkVulcan29","https://www.imdb.com/user/ur4593705/?ref_=tt_urv","21 November 2022","I was wondering if they could pull of the series after Chadwick Boseman passed away in 2020, but surprisingly they pulled it off perfectly, while at the same time honoring his memory.The actors do pretty well. Even Angela Bassett who gives an oscar worthy performance this time. Action scenes and the effects are nothing short of spectacular. The Introduction of the Namor character is also well done. It's almost three hours, but it flows by very well. Battle scenes are pretty epic , almost like in the first one. I'm looking where there gonna keep going with this story, the story of Wakanda is a joy.","7 out of 29 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8688063/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
"Moderately entertaining","https://www.imdb.com/review/rw8669456/?ref_=tt_urv","steveinadelaide","https://www.imdb.com/user/ur25255776/?ref_=tt_urv","12 November 2022","BLACK PANTHER: WAKANDA FOREVER is less than the sum of its parts. Despite a strong cast and some impressive action sequences, the film feels disjointed and fails to live up to the potential of its source material.The plot picks up shortly after the death of King T'Challa (Chadwick Boseman), with Queen Ramonda (Angela Bassett), Shuri (Letitia Wright), M'Baku (Winston Duke), Okoye (Danai Gurira) and the Dora Milaje fighting to protect Wakanda from intervening world powers. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia (Lupita Nyong'o) and Everett Ross (Martin Freeman) to forge a new path for the kingdom.While there are some well-choreographed action sequences, lots of diversity in the cast, and the different worlds are spectacular, they are not enough to make up for the film's other shortcomings. The plot is disjointed and predictable, and the film fails to explore the rich world of Wakanda instead opting for fast-paced action that feels empty.The movie includes a couple of respectful references to Chadwick Boseman who died after the filming of the previous movie. None of them feels gratuitous or out of place.BLACK PANTHER: WAKANDA FOREVER is a missed opportunity that fails to live up to the potential of its source material.WAKANDA FOREVER is moderately entertaining but disappoints. Fans of the Marvel Cinematic Universe may want to check it out, but everyone else can skip it.","0 out of 5 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8669456/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","7","/10"
"Very disappointing","https://www.imdb.com/review/rw8670564/?ref_=tt_urv","ngozinwafor","https://www.imdb.com/user/ur158758836/?ref_=tt_urv","12 November 2022","This movie was a movie I was very much looking forward to watching. This was my movie of the year. I was disappointed in literally EVERY way possible. The story was not fleshed out and felt rushed. We don't know anything about Namor...his back story was RUSHED through. His kingdom was quite boring to look at. A lot of the soundtrack used in scenes were ridiculous.The action sequences were VERY minimal, boring and mediocre. Zuri automatically knowing how to fight was really stupid... When did she suddenly have training? Nakia was in the movie like for a total of seven minutes. Mbaku for like five. It didn't feel like an adventure. I wasn't thrilled. Iron hearts role was useless. Even Namors henchmen had no personality...The only thing I liked about the movie was the first 20 minutes. And I also liked the surprise at the end of the credits.","14 out of 25 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8670564/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","2","/10"
"Great tribute! I super enjoyed it","https://www.imdb.com/review/rw8670441/?ref_=tt_urv","stanislas-54865","https://www.imdb.com/user/ur158670191/?ref_=tt_urv","12 November 2022","Seen 'Wakanda Forever' twice already! Yes i find it so so good.. the movie builds up well offering a great emotional action story buildup with lots of interesting twists.The background music is awesome, synchronizing super well with the action sequences and very nice impactful character appearances.This Black Panther' movie with the introduction of these characters sure offers lots of great potential ahead to develop the future marvel stories.The dialogues and subtle comedy were also very cool. Great job done by the actors.. In this way the movie displayed well the challenges and evolutions of the main characters personalities.The main villain's style is very intriguingly nice and
I would really like to see more of him in the future Marvel movies.I found this movie super enjoyable and a great tribute to Chadwick Bozeman, with a 9/10 score.","3 out of 9 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8670441/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Did well for its purpose: honoring chadwick boseman","https://www.imdb.com/review/rw8670430/?ref_=tt_urv","bryantchastainoutlookcom","https://www.imdb.com/user/ur157340038/?ref_=tt_urv","12 November 2022","Let me just say that this film was great. It had action, emotion, and strong character growth. However, my only complaint is it's a little bit too long. With a run time of 2 hours and 41 minutes it is probably better to wait until it hits Disney plus sometime in January or February. I saw this opening night and I enjoyed it. However, I also had the feeling ""when is this thing going to be over?"" There were many unnecessary scenes and with the extended runtime I expected tMarvel to do more with certain characters. In the first Black Panther, Agent Ross (Martin Freeman) had a purpose in the film. In the new one, he is simply there to give information and is given a few unnecessary scenes.As for the villian, Namor is a pretty standard villain. As usual, the plot gives time for an origin story and at least some development. However, when you are watching the movie for the first 2 hours you are just wondering when black panther is going to show up. The writers decide to wait about the whole movie to put someone into the suit. (I'm trying to make this spoiler free so I won't say who).This movie is not top 10 Marvel. It struggles with plot consistency and a blander villain than the first. Marvel did keep their promise about this film having heart and good action. They honored Chadwick Boseman and did their job. This movie tugs at your heartstrings. It is the best fully Marvel produced movie since endgame. (I'm saying fully produced because NWH was Sony produced as well)","3 out of 9 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8670430/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","9","/10"
"Derivative and Verbose","https://www.imdb.com/review/rw8846089/?ref_=tt_urv","rockyandbullwinkle","https://www.imdb.com/user/ur65910378/?ref_=tt_urv","2 February 2023","I am so disappointed. There was soooo much empty and repetitive dialogue that I often found myself nodding off. This ""villian"" reminded me of Mr Nimbus from Rick and Morty. And how many costume changes do you need for one movie? It felt like a fashion show in which the storyline was only contrived to work around the costume changes. There was also not one other marvel character in this movie, where was Iron Man? Oh I know, they were so busy ripping off the iron man suit that they couldn't have the actual Iron Man in the movie. I've got to tell you, there were so many plot holes in this movie it was laughable. Save yourself the time and money, go watch puss n boots instead.","13 out of 23 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8846089/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","1","/10"
"A pleasant surprise!","https://www.imdb.com/review/rw8770058/?ref_=tt_urv","anthonypazzano","https://www.imdb.com/user/ur160403751/?ref_=tt_urv","31 December 2022","With the way Marvel was going with Thor Love and Thunder (awful movie), I was worried about this sequel to Black Panther. Especially with how they would push the story now that Chadwick Boseman has passed (RIP legend).Boy... was I ever wrong there. This was one of those Marvel movies and sequels that was paced so well, time just flew by and I totally forgot I sat on my ass for a full 2hr 45min. Those are the best Marvel movies really - the ones where you don't think about going on a bathroom break even once.Not gonna spoil anything here, just see it if you liked the first one! I really hope the next Marvel phase has more movies/sequels like this, and fewer like the last Thor movie.","3 out of 9 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8770058/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","8","/10"
"Everything was there for a great movie, but, they kept talking like a Minnesota Goodbye","https://www.imdb.com/review/rw8675881/?ref_=tt_urv","atosa-llc","https://www.imdb.com/user/ur35200820/?ref_=tt_urv","15 November 2022","I went into this movie desperate to like it. I have seen every mcu property, and have been a big fan. I grew up with the comics, I know the lore, I love the history. Some of these stories helped me through my own struggles growing up. So again, when I went into this movie, I really wanted to like it!But.......Do you like falling asleep, but never actually falling asleep?Did you enjoy the long drawn out diplomacy scenes of Phantom Menace, on loop, with all action sequences removed?Then you would love the new Black Panther movie.Save yourself the time, money, heartache. Do not go see this movie. It adds nothing to the MCU, and makes OSHA Safety Training videos sound like a blockbuster.Everything was there for an AMAZING MOVIE - but instead, they created something that should have never seen the light of day. Similar to Spiderman 3 (Tobey Mcguire), they tried to cover to much ground, handle to many characters and new characters, and a way over complicated story.Wow..... just wow...","18 out of 34 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8675881/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","1","/10"
"Gorgeous Movie","https://www.imdb.com/review/rw8729057/?ref_=tt_urv","nnita-87067","https://www.imdb.com/user/ur117043396/?ref_=tt_urv","11 December 2022","Beautiful tribute to Chadwick! Held back tears throughout the whole movie and couldn't contain them any longer at the end. I love how they brought the Maya and Aztec culture to life. To bring that into a superhero movie was so amazing. Mexicans (and when you read this I mean of darker complexion) rarely ever get to be seen in the light of being strong and united. To see that in a sci-fi movie was just pure joy. I'm hoping Namor's character develops and turns good. Even though I'm sure he won't. I can only hope. This way can can see more of our people on the big screen. Big props to the director!","3 out of 9 found this helpful.
                        
                        
                             |","https://contribute.imdb.com/review/tt9114286/rw8729057/report?bus=imdb&return_url=https%3A//www.imdb.com/close_me&site=www&ref_=tt_urv","10","/10"
