"rating-other-user-rating","title","title href","username","review-date","text"
"6","Good story","https://www.imdb.com/review/rw9595535/?ref_=tt_urv","walradadi","30 January 2024","It could be better if they chose the perfect actor to the audience. All is good with poor action in the FBI actor. Emmy & Bobby. Both are not applicable for this kind of acting in this field they should act like they are a security in the building nothing more.But the story was good even Jason did his usual in action and provided the good parts. But the other side plz not to work on good movies they look like low budgetThe enhancement was n that story was gradually Ben escalated with more of entertainment and enthusiasm. But as I said before. The actors didn't provide the best performances."
"3","Hmmm. No.","https://www.imdb.com/review/rw9594174/?ref_=tt_urv","adamhatfield","30 January 2024","I know what you're thinking, Jason Statham was awesome and wrath of man and I bet this is going to be a great movie from the premise that I saw from the preview. But you were wrong. This movie was written by all the rejects that weren't on strike apparently and I don't know how they wrote some of these lines and then said "" That's good, let's go to print. "". This could have been so cool. The best thing in this whole movie was the FBI partner of the garbage female lead. The cat from the Hunger Games did an okay job of making sure that you didn't like him so he probably wasn't bad either in hindsight. Everyone leaving the theater we were in was like WTF did we just watch. The ending conflict at the compound with all of the secret service agents not protesting the massive amount of comical contract killers in proximity to President was just lazy."
"10","Exactly what you want","https://www.imdb.com/review/rw9599866/?ref_=tt_urv","bobby-schiano","2 February 2024","I'm giving this a 10 because for what it's supposed to be, it's a 10. It's supposed to be an action movie that is fun and enjoyable, and it delivers. Story is decent enough to get you through the movie. Action begins pretty quickly and he kicks butt the entire time. Extremely entertaining movie. It's a classic Statham movie.If anyone gives this a bad review it's because they are idiots. I hate when people eat h a Jason Statham movie expecting some sort of masterpiece or work of art. He delivers an enjoyable, action packed, and entertaining movie almost every time, and this one is no different."
"7","Suprisingly fun and entertaining","https://www.imdb.com/review/rw9596915/?ref_=tt_urv","dubond","31 January 2024","Don't let the January burial deter you from THE BEEKEEPER, a wild action thriller that works by enthusiastically embracing just how ludicrous it is, with every member of the cast, even down to the smallest role, knowing exactly what kind of movie they're in.In one of his best films, Jason Statham *IS* Adam Clay, a loner beekeeper renting a barn on the property of elderly widow Eloise Parker (Phylicia Rashad). When Eloise commits suicide after losing her entire savings in a computer virus phishing scam, Clay vows that those reponsible will pay, and he'd preferably do so without the involvement of Eloise's FBI agent daughter Verona (Emmy Raver-Lampman). Clay manages to find the office complex of the data mining outfit that conned Eloise, takes out several security goons and burns the place to the ground. All of this happens in the first ten minutes, which gives you an idea of just how hard THE BEEKEEPER hits the ground running and never stops. The data mining outfit is one of many overseen by Derek Danforth (Josh Hutcherson), a douchey, skateboarding billionaire tech bro rich kid who leaves the legalities and the paperwork to absurdly-named trusted family friend Wallace Westwyld (Jeremy Irons), a former CIA director who has agreed to run the Danforth dynasty in the place of Derek's absent mother. When Westwyld reaches out to the current CIA director (Minnie Driver) and is told that all evidence points to Clay being a ""beekeeper,"" she wishes Westwyld the best of luck and extricates herself and the agency from the situation.What follows is absolute madness that almost makes this Statham's PUNISHER: WAR ZONE. It's the best film in years from either director David Ayer, who's a much better writer (TRAINING DAY, DARK BLUE) than a filmmaker (HARSH TIMES, SABOTAGE, SUICIDE SQUAD, BRIGHT, THE TAX COLLECTOR) or journeyman screenwriter Kurt Wimmer, who's never lived up to the promise of 2002's EQUILIBRIUM. There's a jaw-dropper of a reveal midway through that I won't spoil, but this is Statham at his stoical, vengeful best, a welcome return to form after last fall's unwatchable EXPEND4BLES fiasco.THE BEEKEEPER is impossible to take seriously on any level, other than the palpable rage it shows toward greedy tech outfits that would con the elderly (it also doesn't seem likely that the FBI would let Verona work a case that indrectly involves her mother), but once all the pieces are in play, it also takes some pointed jabs at much bigger subjects. With perhaps the fewest lines he's ever had in a movie, Statham creates one of his most memorable and merciless characters, and the over-the-top, cathartically crowd-pleasing ways The Beekeeper comes up with to dispose of the bad guys had the small matinee audience rolling with laughter. Yeah, CGI explosions are apparently always gonna blow, but we've already got a contender for the year's most stupidly entertaining movie."
"3","A movie inspired by Steven Seagal","https://www.imdb.com/review/rw9622424/?ref_=tt_urv","hgffcs","15 February 2024","Alright let me start by saying I love JS and he is the only reason I watched this incoherent, inochisive, badly written, poorly casted, and awful awful movie. No character is capable of showing any emotions to connect you with the story. The bees and cars on fire have better expressions than human in this movie. This feels like AI written script that puts the bees in the center of universe. A US President with British accent? I know it is a work of fiction but it wouldn't hurt to get basic facts right. Gosh, I don't want to add any spoilers but it is really hard to not spotlight almost everything that is wrong with this movie."
"9","Talk about the social questions here","https://www.imdb.com/review/rw9600729/?ref_=tt_urv","mags-06346","3 February 2024","The Beekeeper has a storyline that is simple, but keeps developing. It has a good vs evil plot, which can be satisfying. There are a few surprises which keep the viewer intrigued. Jason Statham is in a typical role, which he pulls off in his quiet way. There are fewer killings than the John Wick movies. If you like violent movies, this has got it. Here his skills are unrealistic, but the plot develops that sufficiently. The twists and turns keep it interesting and entertain. The movie does teach about beekeeping, so you may learn a few things. And, the bigger social issue here of taking advantage of people deserves a public conversation. So A+ to the cast and director for bringing this up."
"6","Makes REACHER look subtle and sophisticated","https://www.imdb.com/review/rw9595018/?ref_=tt_urv","Couchkik20","30 January 2024","I like that the pitch is what if Halloween's Jason (or any immortal slasher killer) was the good guy. This movie makes REACHER look gentle, sophisticated and subtle. The silliness of this movie is enjoyable. We're talking 80s dumbness with a bit of Luc Besson's movie's shiny look and stupidity. This is a violent comedy vaguely inspired by John Wick but happy with being fun and crazy with some bad CGI explosions.Of course you have the diversity female part as the badass cop to side with our invincible white hero. Jason Statham is half Bruce Willis half video game meathead and the less he talks the more he's in character. Josh Hutcherson looks like Jack Harlow if he was in Duran Duran. Dialogues make no sense, villains are from Gotham's gutter and the Beekeeper can enter any room, access any building, borrow any vehicule if needed, defeat all adversaries.Thanos would have lost against the Beekeeper ."
"7","Fun Little Action Ride","https://www.imdb.com/review/rw9598576/?ref_=tt_urv","mkhulaify","1 February 2024","If you're expecting a masterpiece, an Oscar-worthy movie, the you gotta manage your expectations. This is a great movie that's loud, exciting, over-the-top, and fun! It delves deep into the action genre and delivers exactly what you'd hope for from a Jason Statham film. The fight choreography is top-notch, and the stunts are heart-stopping. However, while Statham shines, some of the supporting characters feel poorly written and their performances fall flat, which can be distracting. Nonetheless, if you're in the mood for adrenaline-pumping entertainment, this movie delivers in spades. Watch it for a quick brainless fun time with not much expectations, and you'll enjoy it."
"7","Action-packed Statham movie...","https://www.imdb.com/review/rw9652559/?ref_=tt_urv","paul_haakonsen","1 March 2024","Of course I sat down to watch the 2024 movie ""The Beekeeper"", as it was starring Jason Statham.Writer Kurt Wimmer put together an enjoyable script and storyline, which proved to be a good old fashioned action thriller. I have to say that while this might be a stereotypical Jason Statham movie, it was really enjoyable. I grew up on the action movies from Stallone, Schwarzenegger, Van Damme, Seagal, and the likes, so of course I enjoy Statham movies a lot as well.I guess, we as the audience are not supposed to question where Adam Clay (played by Jason Statham) keeps getting all the gear that he accumulates in between each different location that he goes through on his way towards his target. And he just conveniently happens to have duffel bags stored away at key locations that happen to be the exact location where he has to go. Makes perfect sense.Of course one can argue for ""The Beekeeper"" being a generic Jason Statham movie, and I won't disagree. And yeah, this is a one man against insurmountable number of enemies and still coming out almost unscathed. But honestly, this type of movie is something that he does quite well, and it is rather enjoyable and entertaining with these hard-hitting action movies, just like the good old 1980s and 1990s action movies.The acting performances in the movie were good, and of course you know what you get with Jason Statham in the lead. It was rather nice to see Phylicia Rashad on the screen, despite it being just for a brief while. And it was also nice to see the likes of Jeremy Irons and Josh Hutcherson on the screen.There is a good amount of action throughout the course of the movie, and again, you know what you get with Jason Statham in the lead. And he definitely delivered once again here with this movie. It was nicely choreographed and executed on the screen. The action certainly adds a lot of flavor to a movie such as ""The Beekeeper"".This is essentially a good popcorn movie.My rating of director David Ayer's 2024 movie ""The Beekeeper"" lands on a seven out of ten stars."
"10","Let there be light","https://www.imdb.com/review/rw9568033/?ref_=tt_urv","mecanik-1447","16 January 2024","This movie, 'The Beekeeper,' is precisely the kind of film the world desperately needs at this moment. In an age where scamming has become an unfortunate part of our daily lives, happening every day, every hour, every minute, this movie shines a much-needed spotlight on these deceitful practices. Its impactful narrative and compelling storytelling have the power to open eyes and potentially bring about a significant change. Hopefully, it will make more people aware, leading to these scammers finally going out of business. 'The Beekeeper' isn't just a film; it's a masterpiece that blends entertainment with a powerful message, a cinematic gem that could play a crucial role in changing societal perspectives and practices. A must-watch for anyone who believes in the power of cinema to inspire and effect real-world change."
"7","Worth watching","https://www.imdb.com/review/rw9629722/?ref_=tt_urv","eduard-baciu","18 February 2024","This is a good and simple action flick.Reminded me of the blockbusters we had in the 90s with a lot of action, and not much else, altough this makes the movie enjoyable and easy to watch.The movie doesn't try or want to be more than it is, it has a liniar story, simple characters a lot of action and even a few good lines.Even the ideea behind the bee keepers is interesting and I think quite original, altough the movie doesn't get into too many details.Also the bad guys are very real and their activity is one that actually plagues our society so it gives some satisfaction when they are beaten."
"3","Ridiculous Script","https://www.imdb.com/review/rw9596122/?ref_=tt_urv","Armin_W","31 January 2024","I like a good action movie and I like Jason Statham.However, this story is so ridiculous that at some point it just stops being fun to watch.Anyone who spends money on this film can feel a little like the old lady who was ripped off by the scammers at the beginning.I find that pretty funny after all.Unfortunately, weak scripts are in the majority in the action film genre and really good action films are very rare.I'm a big film fan. However, I haven't gone to the cinema for many years because, for me, most films are simply not worth the price of admission.Action films from the USA are by far the worst because they are usually devoid of any humor. The heroes must always be superheroes, indestructible and invulnerable. That's boring in the long run."
"10","The Truth! What really matters in this world now, I think! Lol","https://www.imdb.com/review/rw9557535/?ref_=tt_urv","rasoulafkhami","12 January 2024","Guys! I'll tell you 'the truth' What an amazing movie it was for me... Let me tell you this, I was so captivated by the storyline, action, the dramatic and cinematic effects. It was an absolute 10/10 for me. This entire movie, on it's entirety left me with an amazing feeling. I even clapped all by myself in movies. You gotta watch it in cinemas or your home theatre with proper sound effects coz god knows there are lots of them :) well done the sound team x holly molly that was some nice sound effects, every sound was on point for me. Thank you love to work with you guys one day soon.The masterful action choreography holly mother of doctor who haha I was pinned to my seat the minute an action scene would start. I simply was too captivated to move, or drink or reach for my phone, and I'm a insta freak hahaha
Thank you all the crew, I know how hard you must've worked on this masterpiece. Wow love you. The amazing cast, thank you for years of hard work and living on macaroni and cheese just to get this point. I salute you.Director, producers, writers... everyone, up to the drivers that moved the crew around, upto the cleaners who cleaned the set ready for the next day I love you. What an amazing creation. Thank you."
"7","Unbeelievably good","https://www.imdb.com/review/rw9602444/?ref_=tt_urv","judealexharnett","3 February 2024","As unbeelievable as it sounds this movie wasn't as bad as i expected it to bee. I expected just another bee grade action movie but it pretty much delivered an all fronts. Jason Statham was a pretty cool John wick, equaliser type of main character. And I must say as hard as it is to beelieve josh Hutcherson was really good as a villian.The plot wasn't the best, pretty basic and nothing new or inventive but for the most part the action scenes were done really well. The script was kind off silly. The amount of bee puns and analogies started beeing really annoying at some point though. A good way to kill time tho. 7/10."
"1","Absolute cringefest!","https://www.imdb.com/review/rw9612516/?ref_=tt_urv","TheManWhoKnewTooMuch1111","9 February 2024","Nonstop gratuitous action.No coherent story or plot.No build up.Wooden dialogue.Agent Cringe easily one of the worst characters ever.Waste of time.So Ludacris even Luda be changing.I seriously question the taste and state of mind people voting it higher. No offense.Absolute ridiculous scenes riddled with f bomb at every corner.John Wick plagiarized.Then again perhaps misunderstood genius masterpiece akin to Impressionists.... but we shall never know.Basically the movie is an inversely proportional downward slope from get go.Typical Hollywood garbage.Is there no concept of quality control or gatekeeping nowadays?And th ed whole beekeeping thing is like forcing something completely unrelated in something completely unrelated.It should be blasphemy to compare it to Equalizer."
"6","BeeWare!","https://www.imdb.com/review/rw9574376/?ref_=tt_urv","bigham69","20 January 2024","I decided to see what all the Buzz was about tonight and take a look at this recent flick. This is just another run of the mill Statham action flick, but this time with a real sting in the end. Jason Statham the man I grew up with as ""The Transporter"" kicks ass per usual. The set pieces suffice with some obvious CGI explosions here and there. The supporting actors are good enough and of course all the villains are white with the ""United Nations"" of heroes serving as the FBI.This story really goes out on a limb, as do most action flicks these days. The political satire was just about as dumb as the real thing. I enjoyed the pot shots towards the Biden and Clinton crime families. Overall it's not a bad movie if you turn off your mind which seems to be all we do these days considering the low quality ""woke"" entertainment we're fed. What we have here is a real honeypot of cliche action mixed with standard modern day ideology. Nothing groundbreaking but pretty much expected, check it out."
"7","Everything you want from an action film.","https://www.imdb.com/review/rw9729115/?ref_=tt_urv","MattMovieNerd","10 April 2024","When I first heard about this movie, I was intrigued by its cast and crew - David Ayer and Jason Statham. And I wasn't disappointed. The film turned out to be a highly entertaining action flick.The story revolves around Mr. Clay (played by Statham), a former government agent who now lives a peaceful life as a beekeeper. But when someone he cares for deeply is harmed, he takes matters into his own hands and sets out to seek revenge.The action sequences in this movie are incredible, with expertly choreographed fight scenes that will keep you on the edge of your seat. The plot is classic, and who doesn't love a good revenge story? All in all, this movie delivers what you'd expect from an action movie."
"6","This isn't your typical revenge flick.","https://www.imdb.com/review/rw9732115/?ref_=tt_urv","nERDbOX_Dave","12 April 2024","This isn't your typical revenge flick. Sure, Jason Statham delivers his signature brand of bone-crunching action, but this time, his wrath feels satisfyingly grounded. The film cleverly taps into our collective frustration with real-life scams - the phishing schemes, the telemarketing cons - that leave everyday people devastated.Statham plays Adam Clay, a former government operative with a mysterious past. When his kindhearted landlady falls victim to a cruel scam and takes her own life, Adam unleashes the fury of a ""Beekeeper,"" a highly trained ex-agent. The film doesn't shy away from the emotional toll these scams take. We see the desperation, the shattered trust, and the anger that fuels Adam's rampage."
"4","GOOFBALL CITY...!","https://www.imdb.com/review/rw9594373/?ref_=tt_urv","masonfisk","30 January 2024","The first film of the year may rank as one of the worst for the same as Jason Statham kicks butts & takes names (or is it the other way around?) in this goofy revenge tale. Statham, a former government operative, has retired plying his trade running an apiary on a retired woman's property, Phylicia Rashad, but after she commits suicide after being ripped off by some internet sharks prompting Statham to spew bad bee puns while he kills his way to the top (or bottom, these people are scum!) in a concern which runs right to the heights of the White House as the president's, Gemma Redgrave, (from Howard's End) son, played by Josh Hutcherson, is raking in millions from duped customers which will not stand as far as Statham is concerned. David Ayer, a mismatched director for this material (was Shane Black busy?), directs a particularly goofy premise from scenarist David Wimmer, does not help a whit w/humorless Statham doing the physical lifting w/o any issues but the unintentional guffaws generated from villains who look like extras from The Terminator's Tech-noir dance club scene makes this memorable outing for the wrong reasons. Also starring Oscar winner Jeremy Irons as Redgrave's handler, Oscar nominee Minnie Driver (wasted frankly!) as a government contact & Emmy Raver-Lampman (from The Umbrella Academy) who plays Rashad's daughter."
"9","Beekeeper takes full action packed charged in starting a new franchise.","https://www.imdb.com/review/rw9559964/?ref_=tt_urv","cruise01","13 January 2024","4.5 out of 5 stars.The Beekeeper is a pretty good action thriller film that puts Jason Statham back in a action role and at what he does best. This might as well be his version of a John Wick franchise.The plot is following a beekeeper (Jason Statham) after the lady he has been helping dies after being scammed and stolen from everything. He decides to go on the hunt for those that are responsible. Which leads into something more than he expects.Awesome plot which he follows a certain set of guidelines until the system is broken is were he steps in and at full force to stop the threats. The action sequences are awesome. Jason Statham was great. The rest of cast ensemble is good too. David Ayers direction is full of fast paced and action that makes this film worth seeing on the big screen. Sure the dialogue can be a little repetitive with characters explaining a beekeeper and how they are meant to protect the hive which sure is explaining it to the audience of who this character is.Overall, it is one of the most entertaining action films from Jason Statham since the first Transporter films."
"","The most satisfying revenge movie so far!","https://www.imdb.com/review/rw9768012/?ref_=tt_urv","fartyarty-00727","2 May 2024","This definitely is not an artsy fartsy movie and straight to the point, sweet revenge. I've seen hundreds of great revenge movies and I can't say any of them were as satisfying as this movie was. Great mix of comedy with action. Nothing memorable like Arnie's ""I'll be back!"" lines but good enough for a well earned smile.I hope they do a sequel with the same premise. Except this time go after the heads of the criminals that kidnap or lure people with fake jobs and get forced to do computer and text scams.Although this movie isn't perfect and I almost never give such a high rating I felt this movie deserved a rating boost. And a faint hope for a sequel and even fainter hope of fewer scam texts on my cell phone."
"2","No story, no acting, and action is overused","https://www.imdb.com/review/rw9557278/?ref_=tt_urv","adnan-kilani","12 January 2024","A cheap version of John wick gone wrong.The prologue starts a bit interesting but fails to deliver any meaningful introduction.The death and relationship are blunt.Jason is a good stunt man way over his time if he doesn't grow out off it I think we will be seeing less of him if not any.The sequence is fast pase in two, three days it's all over.There's not even a real villain or a contender that gets you excited when facing off.And everyone are falling like flies remind me of some old Indian Chinese or both. This movie is just a waste of time and do not recommend unless you just want to munch on some pops and check your phone."
"9","B(ee)-movie actioner","https://www.imdb.com/review/rw9555659/?ref_=tt_urv","Phil_M_A_Kerr","11 January 2024","I knew what I was walking into. Director David Ayer & writer Kurt Wimmer are no novices to the B+ action genre.John Wick has been taking up all the lone-killing-machine real estate of recent years. Where Wick leans into assassin/fantasy, Beekeeper does well to stay relevant. Turning on internet scams, dirty money, sketchy government officials, & family ties, it lays an acceptably current foundation. No, it's no Pulitzer, but heavyweights Statham, Rashad, Irons, Driver, Hutcherson, et al, & a competent supporting cast hit the right dramatic beats along the way. There's room for slightly better characterisation but one appreciates that the set armourer has priority over the acting coach in the high body count genre.My minor quibble is with the ""jello"" effect video cinema cameras suffer from. Not really suited to action films but when you're shooting fast and lean, who can afford the crispness of the film (celluloid) frame these days?"
"7","Old and good (and silly) revenge plot","https://www.imdb.com/review/rw9602748/?ref_=tt_urv","claytonbrevilieri","4 February 2024","I wanted an action movie and I got one.Statham, The Beekeeper, is the baddest of the bad asses.It has that eghties action movies vibe, with a plot that doesn't make sense, with dispensible underveloped characters that you don't care at least. But you're not here for the story, you're here to watch Statham dispatching bad guys and others not as bad when the circunstances demand. And he delivers. As long you are not looking for veracityAnd you get Jeremy Irons, classy as usual.They even can conceal a secret until it matters.If you are tired of pretentious movies and want something where you know good is good and bad is bad, you can watch this one."
"2","Very bad.","https://www.imdb.com/review/rw9775493/?ref_=tt_urv","sebastien_debande","6 May 2024","""He's a lonesome man with special skills.They killed/hurt his loved one.They're evil and dumb...
He's going to KILL THEM ALL !!!!""If you're going to present this over-used plot, you should consider - maybe, a little maybe - trying and bring something original, a little improvement. Since you'll go full cliché, maybe give one hint that you're not treating the audience like a bunch of mental sloth....
Well, too late.. Now that movie is done and a precious amount of resources and time was wasted doing this absolute nonsense of a movie.It's the worst thing I saw in probably the last 5 years."
"","A cinematic dud devoid of originality and substance","https://www.imdb.com/review/rw9747363/?ref_=tt_urv","lucia-guidi","20 April 2024","In today's cinematic landscape, saturated with special effects-laden blockbusters and trite romantic comedies, Beekeeper sadly stands out for its utter lack of originality and substance. It's a film that fades away without a trace, incapable of evoking emotions or keeping you glued to the screen.The screenplay is the film's most glaring weakness. The dialogue, banal and lacking bite, and at times embarrassing, sounds like it was written by an elementary school student. The lines follow each other without cohesion, devoid of rhythm and any psychological depth. The actors, though talented, find themselves reciting empty words, unable to bring to life flat and stereotypical characters. And you, the viewer, cringe for them, given the artistic depth of the cast.The most dynamic scenes lapse into the absurd, making the first TV Batman look like a Marvel masterpiece. Special effects that at least made us laugh, as there was no trace of adrenaline to be found.P. S.: Too bad, because the first ten minutes could have given rise to a truly interesting action movie."
"7","This film was sweet as honey","https://www.imdb.com/review/rw9597146/?ref_=tt_urv","Boristhemoggy","31 January 2024","Jason Statham is Adam Clay, a former secretive ops agent (retired) who is dragged back into action by heartless cyber scammers who attack his friend.Jason is the only real action hero worth watching at this moment in time. You can call him cheesy and corny and indeed he is but he does it so perfectly you don't care.Some of the dialogue would be laughable in other films, some of the scenes would be classed as unrealistic in other films, and happily there's not a gun involved with unlimited magazine. :)
There's plot holes galore and some very questionable scenes and yet...this film is fabulous. I loved it and sat without moving from start to finish.Statham has that electrifying presence that makes you forced to watch him and in any other hands this film would have been a porker. But Statham safely guides us through moral righteousness, revenge, justice and a very relevant criminal committing cyber scams is his ultimate target.Entirely watchable, entirely enjoyable, The best action film in a while bar none!"
"7","Fun casual run around action","https://www.imdb.com/review/rw9566805/?ref_=tt_urv","mylesdsynger","16 January 2024","This movie exceeded my expectations by far. Still at its core roots being just a run around action movie, but with evidence of compelling acting from the lead cast. It's is one of Jason Statham most enjoyable recent action movies. The opening carries the storyline and sets a semi relatable premise, that connects the viewers to the core theme due to being able to possibly identify the initial characters with someone they know. This allows this exaggerating story with wild concepts to be easily followed and not lost while watching. While have captivating fights scenes, not shying away from gruesome finishings but sill being extremely watchable by not being very gore heavy. The antagonist is an antagonist through and through, not with a weak half baked redeemable message and I appreciate that from the movie. Definitely a recommended watch for casual fun."
"5","So much potential but the female lead ruined it","https://www.imdb.com/review/rw9655114/?ref_=tt_urv","mwgwrmchxj","3 March 2024","I thought the movie was great but I cringed every time Emma lampman spoke ... she played a Horrible FBI agent and was a terrible actress. She appeared to force everything. Also, the writing for her character didn't help. They could have done a better job of showing her inner battle between being thankful for Jason and also trying to do her job. She made this movie go from a 10 to a 5. Jason did a great job as usual and the villains killed their roles. I feel like it can't be too hard to hire ex FBI agents to help make the parts seem a little more realistic. I did enjoy the movie once I got passed the female lead."
"10","PLEASE FRANCHISE THIS","https://www.imdb.com/review/rw9596784/?ref_=tt_urv","Br4ve-trave1or","31 January 2024","I've always wondered why no one wrote a 'John Wick' type franchise for Stratham and this movie could be it. Comparing it to John Wicks first introduction, I'd say I was insanely more captivated throughout this WHOLE movie. Simple plot BUT with a great concept. It seems in the beginning its just going to be a fun revenge film and it was, but not simplisticly so.The Hive can be explored even further with a sequel and more if Hollywood is smart. I don't believe any studio has lost money with Strathem at the helm and his last franchise movies were so long ago. And personally, I prefer old hard men in these roles Ala Keanue Reeves."
"7","Meat and Potatoes Action","https://www.imdb.com/review/rw9635989/?ref_=tt_urv","ThereelscoopwithKK","22 February 2024","This film delivers just enough of what it needs to in all areas. None of it is particularly new or ground breaking, but nor do most watching this film expect it to be. There's something to be said to delivering simple details well that provide a quality experience for action lovers. Statham is his usual self, but also better than I've seen him in some of his other recent work.Overall the plot is very basic and predictable, which again is fine because everything else surrounding it was solid. Another film that is in the John Wick category of type of films, but isn't, yet also doesn't trip over itself like some other attempts have.It's a fun , easy going, enjoyable watch."
"1","Move along, nothing to see here","https://www.imdb.com/review/rw9771405/?ref_=tt_urv","oscarpaz-45921","4 May 2024","Remember those old Van Damme or Chuck Norris movies? Action packed, thin plot, cheesy dialogue, poor acting but good popcorn movies.This has no plot, and seems written as an afterthough. The character doesn't seem consistent, the scenarios are absurd, the decisions are dumb and there's not even a few one liners to chuckle at.Statham plays the same kind of character he always plays minus the usual dark humor. The guy from the Hunger Games plays a ridiculous villain and for the life of me, I don't know how they got Jeremy Irons to join this steaming pile of dung.If you value your time, go watch somethi else. I have no idea why or how this got such a high rating. I went in with low expectations, and it fell short of those."
"8","Great, Loved it.","https://www.imdb.com/review/rw9575590/?ref_=tt_urv","ashmithnandy","20 January 2024","The movie was good, and I give it 8 out of 10. The movie had really great action in it, brilliant fight scenes. Great work by David Ayer and the rest of the cast and crew. The music was good too. The story was entertaining from the beginning till the end. I was hoping to see more from the movie as I felt the movie short, so I think that the movie could've been longer. It would be great to have a continuation of this story. Jason Statham's character Adam Clay aka The Beekeeper was really like the best, dangerous and most feared characters throughout the whole movie. So at the end, I'm really hoping that the movie gets multiple sequels, and it was a great time watching The Beekeeper. I would surely recommend others to give this movie a watch and love it, as it's the best film of January that has released. If anyone asks me what is the best film to watch in January, then I'd recommend The Beekeeper."
"7","Oh So sweet!","https://www.imdb.com/review/rw9581530/?ref_=tt_urv","jasonfanning-17323","23 January 2024","I am once again Kicking myself for almost skipping this movie over fears of getting stung.However I'm glad to say this movie is sweeter than honey!A great one man army flick with lots of action and decent fight scenes and a simple to follow turn your brain off plot. Emmy Raver-Lampman is an absolute queen of a co-star along side a hive of other zany characters.A super refreshing outing from Statham showing that he's still got it and that action movies can still be worth the price of entry and I hope to see more of this from him after getting worn out from all the fast and furious movie's."
"5","Not the Bees!","https://www.imdb.com/review/rw9556988/?ref_=tt_urv","chenp-54708","12 January 2024","The Beekeeper is one of those dumb stupid action movies that are so ridiculously dumb, yet still has some strong parts. Director David Ayer isn't a filmmaker I really like but I have enjoyed a few of his works like Training Day and End of Watch. His previous movie The Tax Collector was absolutely atrocious but The Beekeeper is slightly better than his last movie.Many of the action thrills, stunts, moments and scenes were ridiculous but for the most part, well-executed and shot pretty well. Although with some mix of poor editing and bad uses of CGI. All the performances were okay as Jason Statham still plays himself but still the fun aspect of the movie. The narrative is pretty ridiculous and kind of dumb where the more you think about it, the more dumber it becomes. The style definitely takes a bit too much influence on the John Wick series and some of the dialogue is quite laughable. But hey, all in all, I did enjoy some moments because it clearly doesn't take itself too seriously and the actions, thrills and Statham being himself was pretty fun."
"6","Statham fans will be happy enough!","https://www.imdb.com/review/rw9568106/?ref_=tt_urv","Sadboosh56","16 January 2024","I'll go as light on spoilers as possible.I am 100% guilty for getting into the Statham watch mood. A bunch of nonsensical, action flicks with cheesy lines and loud noises. I love it. This movie was kinda that with the addition of a couple terrible FBI agents and even worse bad guys.Statham did his usual, coming out of retirement for a reason action film perfectly fine. His lines were bee related and most of the time looked like he had to say them over again...which just adds to the charm. The issues were more that the writing was terrible for the rest of the cast.I'm not too sure who had the bright idea of adding the two FBI agents but they really did not bring much to the table. The main one had to tell you that they were smart whilst at no point showing it. Forget about passing a physical fitness test. Kinda reminded me of lethal weapon where they were drunk and still going to their job, which makes it a bit tough to take them seriously. I'm not at all against cursing in movies but you tend to seem more professional when you limit it to under 50% of your dialogue.I was quite stoked when I saw Jeremy Irons pop up and figured he would be an awesome bad guy, nope we have some angry man child, Josh Hutchinson, that seems as threatening as a pampered 10 year old.They could have gone the John Wick route and grabbed a bunch of people you'd recognize from older movies but instead rely solely on Statham.As long as you're fine ignoring the ever changing tone of the film, it is another fun Statham adventure. It doesn't make it into my top 10 for him but I'm still happy I got to see it!"
"1","It's not even worth pirating","https://www.imdb.com/review/rw9600369/?ref_=tt_urv","deionwilliams-33692","2 February 2024","As the title states. Just one of your usual terrible money-launderimg junk movies the US keep pumping out.I'm sure somewhere out there in the ether there's some remblence of originality. That there's some original script that doesn't take some washed out Brit and the most annoying Kiwi actor to fulfil. Like something with an actual story, not stolen from John Wick or other cardboard cutout action movies. I dream to wonder.But alas, here we are in the modern day of Hollywood. Throw yourself through a window, be some ex-special forces with a nonsensical job looking for retribution. You've got the job. Sign here."
